,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,val1,val2,val3,val4
6035,nm0006060,Adrian Enescu,1948,2016,"composer,music_department,sound_department","tt0085460,tt0164854,tt0272585,tt2497852",tt0085460,tt0164854,tt0272585,tt2497852
6036,nm0006061,Brian Eno,1948,\N,"soundtrack,composer,music_department","tt0163978,tt0203009,tt0380510,tt0120201",tt0163978,tt0203009,tt0380510,tt0120201
6037,nm0006062,Andrey Eshpay,1925,2015,"composer,actor,writer","tt0050775,tt4976538,tt5032028,tt0184815",tt0050775,tt4976538,tt5032028,tt0184815
6038,nm0006063,Alfonso Esparza Oteo,1894,1950,"soundtrack,composer,music_department","tt0094894,tt0217995,tt0242026,tt0280444",tt0094894,tt0217995,tt0242026,tt0280444
6039,nm0006064,Manuel Esperón,1911,2011,"composer,music_department,soundtrack","tt0154859,tt0218075,tt0045662,tt0242266",tt0154859,tt0218075,tt0045662,tt0242266
6040,nm0006065,Bent Fabricius-Bjerre,1924,2020,"composer,soundtrack,producer","tt0083092,tt0095307,tt0236027,tt0058049",tt0083092,tt0095307,tt0236027,tt0058049
6041,nm0006066,Sammy Fain,1902,1989,"soundtrack,music_department,composer","tt0077631,tt0076618,tt0045591,tt5580390",tt0077631,tt0076618,tt0045591,tt5580390
6042,nm0006067,Robert Farnon,1917,2005,"music_department,soundtrack,composer","tt0078836,tt0118163,tt0074851,tt0058691",tt0078836,tt0118163,tt0074851,tt0058691
6043,nm0006068,Louis Febre,\N,\N,"music_department,composer","tt0239395,tt5116302,tt2726560,tt0115126",tt0239395,tt5116302,tt2726560,tt0115126
6044,nm0006069,Johannes Fehring,1926,2004,"music_department,composer,soundtrack","tt0053941,tt0055717,tt0055033,tt0057462",tt0053941,tt0055717,tt0055033,tt0057462
6045,nm0006070,George Fenton,1949,\N,"composer,music_department,soundtrack","tt1038919,tt0128853,tt0120631,tt0107048",tt1038919,tt0128853,tt0120631,tt0107048
6046,nm0006071,Allyn Ferguson,1924,2010,"composer,music_department,soundtrack","tt0371246,tt0305357,tt0087182,tt0160127",tt0371246,tt0305357,tt0087182,tt0160127
6047,nm0006072,Rafael Ferrer-Fitó,\N,\N,"composer,music_department,soundtrack","tt0041774,tt0050278,tt0061363,tt0063074",tt0041774,tt0050278,tt0061363,tt0063074
6048,nm0006073,Gianni Ferrio,1924,2013,"composer,soundtrack,music_department","tt0361748,tt0069013,tt0065374,tt4176826",tt0361748,tt0069013,tt0065374,tt4176826
6049,nm0006074,Cy Feuer,1911,2006,"music_department,composer,miscellaneous","tt0030798,tt0048140,tt0068327,tt0033749",tt0030798,tt0048140,tt0068327,tt0033749
6050,nm0006075,Brad Fiedel,1951,\N,"music_department,composer,soundtrack","tt0103064,tt0113481,tt0088247,tt0111503",tt0103064,tt0113481,tt0088247,tt0111503
6051,nm0006076,Jerry Fielding,1922,1980,"composer,music_department,soundtrack","tt0067800,tt0079116,tt0065214,tt0075029",tt0067800,tt0079116,tt0065214,tt0075029
6052,nm0006077,Robert Folk,1949,\N,"composer,music_department,soundtrack","tt0117011,tt0100240,tt1316616,tt0112281",tt0117011,tt0100240,tt1316616,tt0112281
6053,nm0006078,Louis Forbes,1902,1981,"music_department,composer,soundtrack","tt0031381,tt0031491,tt0032976,tt0037420",tt0031381,tt0031491,tt0032976,tt0037420
6054,nm0006079,Leo F. Forbstein,1892,1948,"music_department,soundtrack,composer","tt0029843,tt0037382,tt0038355,tt0040746",tt0029843,tt0037382,tt0038355,tt0040746
6055,nm0006080,David Michael Frank,1948,\N,"composer,soundtrack,music_department","tt0109830,tt0110475,tt0094602,tt0102614",tt0109830,tt0110475,tt0094602,tt0102614
6056,nm0006081,Christopher Franke,1953,\N,"composer,music_department,soundtrack","tt0105698,tt1191111,tt0367089,tt0285335",tt0105698,tt1191111,tt0367089,tt0285335
6057,nm0006082,Benjamin Frankel,1906,1973,"composer,music_department,soundtrack","tt0040703,tt0058947,tt0042788,tt0046979",tt0040703,tt0058947,tt0042788,tt0046979
6058,nm0006083,Serge Franklin,1942,\N,"composer,soundtrack","tt0079497,tt0090932,tt0089284,tt0099283",tt0079497,tt0090932,tt0089284,tt0099283
6059,nm0006084,Milt Franklyn,1897,1962,"music_department,composer,soundtrack","tt0053488,tt0362165,tt1334512,tt0051189",tt0053488,tt0362165,tt1334512,tt0051189
6060,nm0006085,Arthur Freed,1894,1973,"soundtrack,producer,music_department","tt0045152,tt0095016,tt0120685,tt0043278",tt0045152,tt0095016,tt0120685,tt0043278
6061,nm0006086,Gerald Fried,1928,\N,"composer,music_department,soundtrack","tt0070723,tt1399103,tt1408101,tt0049406",tt0070723,tt1399103,tt1408101,tt0049406
6062,nm0006087,Hugo Friedhofer,1901,1981,"music_department,composer,soundtrack","tt0036868,tt0050105,tt0029843,tt0043338",tt0036868,tt0050105,tt0029843,tt0043338
6063,nm0006088,Fabio Frizzi,1951,\N,"composer,soundtrack,music_department","tt0080057,tt0266697,tt0088100,tt5030296",tt0080057,tt0266697,tt0088100,tt5030296
6064,nm0006089,Dominic Frontiere,1931,2017,"music_department,composer,soundtrack","tt0081568,tt0109456,tt0409459,tt0118884",tt0081568,tt0109456,tt0409459,tt0118884
6065,nm0006090,Giovanni Fusco,1906,1968,"composer,soundtrack,music_department","tt0052893,tt0053619,tt0042355,tt0058003",tt0052893,tt0053619,tt0042355,tt0058003
6066,nm0006091,Szabolcs Fényes,1912,1986,"composer,soundtrack,music_department","tt0059777,tt0033829,tt0033734,tt0032562",tt0059777,tt0033829,tt0033734,tt0032562
6067,nm0006092,Serge Gainsbourg,1928,1991,"soundtrack,composer,actor","tt0073196,tt0086654,tt1259014,tt0462322",tt0073196,tt0086654,tt1259014,tt0462322
6068,nm0006093,Douglas Gamley,1924,1998,"music_department,composer,soundtrack","tt0071762,tt0063013,tt0053719,tt0084827",tt0071762,tt0063013,tt0053719,tt0084827
6069,nm0006094,Antón García Abril,1933,\N,"composer,music_department,soundtrack","tt0063359,tt0063859,tt0052802,tt0072050",tt0063359,tt0063859,tt0052802,tt0072050
6070,nm0006095,Georges Garvarentz,1932,1993,"composer,soundtrack,music_department","tt0058446,tt0065025,tt0120663,tt0059546",tt0058446,tt0065025,tt0120663,tt0059546
6071,nm0006096,Heino Gaze,1908,1967,"composer,soundtrack,music_department","tt0045139,tt0049527,tt0051597,tt0045870",tt0045139,tt0049527,tt0051597,tt0045870
6072,nm0006097,George Gershwin,1898,1937,"soundtrack,music_department,composer","tt0043278,tt0079522,tt0098635,tt0119488",tt0043278,tt0079522,tt0098635,tt0119488
6073,nm0006098,Irving Gertz,1915,2008,"music_department,composer,soundtrack","tt0050159,tt0040500,tt0039339,tt0046305",tt0050159,tt0040500,tt0039339,tt0046305
6074,nm0006099,Richard Gibbs,1955,\N,"music_department,composer,soundtrack","tt0118998,tt0147800,tt0238546,tt0407362",tt0118998,tt0147800,tt0238546,tt0407362
6075,nm0006100,Albert Glasser,1916,1998,"composer,music_department,soundtrack","tt0043064,tt0051570,tt0036720,tt0189604",tt0043064,tt0051570,tt0036720,tt0189604
6076,nm0006101,Mort Glickman,1898,1953,"music_department,composer,soundtrack","tt0036697,tt0039193,tt0036161,tt0038435",tt0036697,tt0039193,tt0036161,tt0038435
6077,nm0006102,Goblin,\N,\N,"composer,soundtrack,music_department","tt0365748,tt0077402,tt0073582,tt0220827",tt0365748,tt0077402,tt0073582,tt0220827
6078,nm0006103,George de Godzinsky,1914,1994,"composer,soundtrack,music_department","tt0125576,tt0033798,tt0040449,tt0037853",tt0125576,tt0033798,tt0040449,tt0037853
6079,nm0006104,Ernest Gold,1921,1999,"music_department,composer,soundtrack","tt0057193,tt0053137,tt0053804,tt0051201",tt0057193,tt0053137,tt0053804,tt0051201
6080,nm0006105,Billy Goldenberg,1936,2020,"music_department,composer,soundtrack","tt0081867,tt8350360,tt0069599,tt0062591",tt0081867,tt8350360,tt0069599,tt0062591
6081,nm0006106,Elliot Goldenthal,1954,\N,"music_department,composer,soundtrack","tt0110148,tt0106697,tt0120679,tt0173840",tt0110148,tt0106697,tt0120679,tt0173840
6082,nm0006107,Joel Goldsmith,1957,2012,"composer,soundtrack,music_department","tt0079945,tt0117731,tt0118480,tt0374455",tt0079945,tt0117731,tt0118480,tt0374455
6083,nm0006108,Miles Goodman,1949,1996,"composer,music_department,soundtrack","tt0091419,tt0103241,tt0090142,tt0093378",tt0091419,tt0103241,tt0090142,tt0093378
6084,nm0006109,Ron Goodwin,1925,2003,"music_department,composer,soundtrack","tt0054443,tt0065207,tt0068611,tt0206634",tt0054443,tt0065207,tt0068611,tt0206634
6085,nm0006110,Coriolano Gori,1927,1982,"composer,music_department,soundtrack","tt0078447,tt0071980,tt0060590,tt0145020",tt0078447,tt0071980,tt0060590,tt0145020
6086,nm0006111,Charles Gounod,1818,1893,"soundtrack,music_department","tt0289043,tt1706593,tt0332136,tt0106226",tt0289043,tt1706593,tt0332136,tt0106226
6087,nm0006112,Ron Grainer,1922,1981,"music_department,composer,soundtrack","tt0062376,tt0075592,tt0064045,tt0067525",tt0062376,tt0075592,tt0064045,tt0067525
6088,nm0006113,Edvard Grieg,1843,1907,"soundtrack,music_department,composer","tt0022100,tt0993842,tt2873282,tt0070723",tt0022100,tt0993842,tt2873282,tt0070723
6089,nm0006114,Franz Grothe,1908,1982,"composer,music_department,soundtrack","tt0034265,tt0024749,tt0028224,tt0030267",tt0034265,tt0024749,tt0028224,tt0030267
6090,nm0006115,Dave Grusin,1934,\N,"music_department,soundtrack,composer","tt0061722,tt0084805,tt0073802,tt0106918",tt0061722,tt0084805,tt0073802,tt0106918
6091,nm0006116,Christopher Gunning,1944,\N,"composer,music_department,soundtrack","tt0108858,tt0094525,tt0092428,tt0450188",tt0108858,tt0094525,tt0092428,tt0450188
6092,nm0006117,Nathan Görling,1905,2002,"composer,music_department,soundtrack","tt0029893,tt0038770,tt0037314,tt0035595",tt0029893,tt0038770,tt0037314,tt0035595
6093,nm0006118,Manos Hatzidakis,1925,1994,"composer,soundtrack,music_department","tt0180045,tt0054198,tt0115639,tt0408306",tt0180045,tt0054198,tt0115639,tt0408306
6094,nm0006119,Richard Hageman,1882,1966,"music_department,composer,actor","tt0030265,tt0031971,tt0034175,tt0034285",tt0030265,tt0031971,tt0034175,tt0034285
6095,nm0006120,Earle Hagen,1919,2008,"composer,music_department,soundtrack","tt0115798,tt0098439,tt0058816,tt0045810",tt0115798,tt0098439,tt0058816,tt0045810
6096,nm0006121,Marvin Hamlisch,1944,2012,"composer,soundtrack,music_department","tt0076752,tt0070903,tt0070735,tt1130080",tt0076752,tt0070903,tt0070735,tt1130080
6097,nm0006122,Jan Hammer,1948,\N,"music_department,composer,soundtrack","tt1366344,tt0099817,tt0120888,tt0160127",tt1366344,tt0099817,tt0120888,tt0160127
6098,nm0006123,W. Franke Harling,1887,1958,"music_department,soundtrack,composer","tt0097815,tt0031971,tt0095953,tt0138304",tt0097815,tt0031971,tt0095953,tt0138304
6099,nm0006124,Richard Harvey,1953,\N,"composer,soundtrack,music_department","tt0382625,tt1754656,tt0120660,tt0816692",tt0382625,tt1754656,tt0120660,tt0816692
6100,nm0006125,Lennie Hayton,1908,1971,"composer,music_department,soundtrack","tt0041716,tt0064418,tt0040694,tt0045152",tt0041716,tt0064418,tt0040694,tt0045152
6101,nm0006126,Neal Hefti,1922,2008,"music_department,soundtrack,composer","tt0113819,tt0457939,tt0063374,tt4116284",tt0113819,tt0457939,tt0063374,tt4116284
6102,nm0006127,Ray Heindorf,1908,1980,"music_department,soundtrack,composer","tt0047522,tt0044079,tt0035575,tt0056262",tt0047522,tt0044079,tt0035575,tt0056262
6103,nm0006128,Werner R. Heymann,1896,1961,"composer,music_department,soundtrack","tt0035446,tt0241303,tt0033045,tt0032871",tt0035446,tt0241303,tt0033045,tt0032871
6104,nm0006129,Michael Hoenig,1952,\N,"music_department,composer,writer","tt0100140,tt0089370,tt0094761,tt0091635",tt0100140,tt0089370,tt0094761,tt0091635
6105,nm0006130,Friedrich Hollaender,1896,1976,"soundtrack,composer,music_department","tt1261945,tt0831887,tt6412452,tt0047437",tt1261945,tt0831887,tt6412452,tt0047437
6106,nm0006131,Arthur Honegger,1892,1955,"composer,music_department,soundtrack","tt0028980,tt0137187,tt0021864,tt0027925",tt0028980,tt0137187,tt0021864,tt0027925
6107,nm0006132,Kenyon Hopkins,1912,1983,"music_department,composer,soundtrack","tt0060009,tt0056753,tt0054997,tt0050083",tt0060009,tt0056753,tt0054997,tt0050083
6108,nm0006133,James Newton Howard,1951,\N,"music_department,composer,soundtrack","tt0480249,tt0468569,tt0360717,tt0372784",tt0480249,tt0468569,tt0360717,tt0372784
6109,nm0006134,Ole Høyer,1927,2002,"composer,soundtrack,actor","tt0074661,tt0075302,tt0090296,tt0064929",tt0074661,tt0075302,tt0090296,tt0064929
6110,nm0006135,Jacques Ibert,1890,1962,"composer,soundtrack,music_department","tt0023956,tt0204285,tt0037172,tt0031876",tt0023956,tt0204285,tt0037172,tt0031876
6111,nm0006136,Akira Ifukube,1914,2006,"composer,music_department,soundtrack","tt3741700,tt0049464,tt1677720,tt0047034",tt3741700,tt0049464,tt1677720,tt0047034
6112,nm0006137,Ilaiyaraaja,1943,\N,"composer,music_department,soundtrack","tt0101649,tt0086231,tt5340516,tt0887769",tt0101649,tt0086231,tt5340516,tt0887769
6113,nm0006138,Tapio Ilomäki,1904,1955,"composer,editor,music_department","tt0022509,tt0036920,tt0137953,tt7330448",tt0022509,tt0036920,tt0137953,tt7330448
6114,nm0006139,Jerrold Immel,1936,\N,"music_department,composer,soundtrack","tt0077000,tt0077027,tt0078638,tt0094473",tt0077000,tt0077027,tt0078638,tt0094473
6115,nm0006140,Carlo Innocenzi,1899,1962,"composer,music_department,soundtrack","tt0122779,tt0056024,tt0054044,tt0055116",tt0122779,tt0056024,tt0054044,tt0055116
6116,nm0006141,Björn Isfält,1942,1997,"composer,soundtrack,music_department","tt0088015,tt0089606,tt0108550,tt0065955",tt0088015,tt0089606,tt0108550,tt0065955
6117,nm0006142,Mark Isham,1951,\N,"composer,music_department,soundtrack","tt0453562,tt0375679,tt8080122,tt2140479",tt0453562,tt0375679,tt8080122,tt2140479
6118,nm0006143,Pierre Jansen,1930,2015,"composer,soundtrack,actor","tt0074114,tt0059432,tt0078467,tt0062728",tt0074114,tt0059432,tt0078467,tt0062728
6119,nm0006144,Maurice Jaubert,1900,1940,"composer,music_department,soundtrack","tt0030643,tt0031514,tt2347569,tt0024844",tt0030643,tt0031514,tt2347569,tt0024844
6120,nm0006145,Laurie Johnson,1927,\N,"music_department,composer,soundtrack","tt0357413,tt0057012,tt0054518,tt0164295",tt0357413,tt0057012,tt0054518,tt0164295
6121,nm0006146,Gus Kahn,1886,1941,"soundtrack,music_department,composer","tt1053424,tt2120120,tt0338337,tt0120347",tt1053424,tt2120120,tt0338337,tt0120347
6122,nm0006147,Bronislau Kaper,1902,1983,"music_department,composer,soundtrack","tt0227445,tt0026778,tt0046000,tt0056264",tt0227445,tt0026778,tt0046000,tt0056264
6123,nm0006148,Sol Kaplan,1919,1990,"composer,music_department,soundtrack","tt0114857,tt0106598,tt0060028,tt0042176",tt0114857,tt0106598,tt0060028,tt0042176
6124,nm0006149,Dana Kaproff,1954,\N,"composer,music_department,director","tt2281267,tt0080130,tt0080437,tt6071534",tt2281267,tt0080130,tt0080437,tt6071534
6125,nm0006150,Fred Karlin,1936,2004,"composer,soundtrack,music_department","tt0066016,tt0065441,tt0065037,tt0070909",tt0066016,tt0065441,tt0065037,tt0070909
6126,nm0006151,Bernhard Kaun,1899,1980,"music_department,composer,soundtrack","tt0048797,tt0038053,tt0036582,tt0056757",tt0048797,tt0038053,tt0036582,tt0056757
6127,nm0006152,Samuel Kaylin,1892,1983,"music_department,composer,soundtrack","tt0031719,tt0029660,tt0032325,tt0031013",tt0031719,tt0029660,tt0032325,tt0031013
6128,nm0006153,Jerome Kern,1885,1945,"soundtrack,music_department,writer","tt0028333,tt0026942,tt0044030,tt0039035",tt0028333,tt0026942,tt0044030,tt0039035
6129,nm0006154,Aram Khachaturyan,1903,1978,"soundtrack,composer,music_department","tt0373074,tt0364569,tt0403358,tt0062622",tt0373074,tt0364569,tt0403358,tt0062622
6130,nm0006155,Jürgen Knieper,1941,\N,"composer,music_department,actor","tt0099389,tt0075675,tt0071483,tt0093191",tt0099389,tt0075675,tt0071483,tt0093191
6131,nm0006156,Krzysztof Komeda,1931,1969,"composer,soundtrack,music_department","tt0063522,tt0061655,tt0056521,tt0060268",tt0063522,tt0061655,tt0056521,tt0060268
6132,nm0006157,Erich Wolfgang Korngold,1897,1957,"music_department,soundtrack,composer","tt0033028,tt0118715,tt1032815,tt0029843",tt0033028,tt0118715,tt1032815,tt0029843
6133,nm0006158,Joseph Kosma,1905,1969,"composer,soundtrack,music_department","tt0257756,tt0119668,tt0031885,tt0227445",tt0257756,tt0119668,tt0031885,tt0227445
6134,nm0006159,Raoul Kraushaar,1908,2001,"music_department,composer,soundtrack","tt0068327,tt5580390,tt0033550,tt0040879",tt0068327,tt5580390,tt0033550,tt0040879
6135,nm0006160,Peter Kreuder,1905,1981,"composer,soundtrack,music_department","tt0031399,tt0044342,tt0361748,tt0985699",tt0031399,tt0044342,tt0361748,tt0985699
6136,nm0006161,Richard LaSalle,1918,2015,"composer,music_department,actor","tt0057608,tt0073801,tt0071115,tt0069091",tt0057608,tt0073801,tt0071115,tt0069091
6137,nm0006162,Francis Lai,1932,2018,"composer,soundtrack,music_department","tt0066011,tt0496806,tt0420223,tt0119738",tt0066011,tt0496806,tt0420223,tt0119738
6138,nm0006163,William Lava,1911,1971,"composer,music_department,soundtrack","tt0050079,tt0125664,tt1019452,tt0040607",tt0050079,tt0125664,tt1019452,tt0040607
6139,nm0006164,Angelo Francesco Lavagnino,1909,1987,"composer,music_department,soundtrack","tt0049916,tt0061045,tt0046871,tt0048200",tt0049916,tt0061045,tt0046871,tt0048200
6140,nm0006165,Raúl Lavista,1913,1980,"composer,music_department,soundtrack","tt0223777,tt0051090,tt0056732,tt0043647",tt0223777,tt0051090,tt0056732,tt0043647
6141,nm0006166,Michel Legrand,1932,2019,"composer,soundtrack,music_department","tt0086006,tt0063688,tt0086619,tt0067803",tt0086006,tt0063688,tt0086619,tt0067803
6142,nm0006167,Franz Lehár,1870,1948,"soundtrack,music_department,composer","tt0108052,tt0102803,tt0475290,tt0141926",tt0108052,tt0102803,tt0475290,tt0141926
6143,nm0006168,John Lennon,1940,1980,"soundtrack,composer,actor","tt0078239,tt0445922,tt0059260,tt0058182",tt0078239,tt0445922,tt0059260,tt0058182
6144,nm0006169,Sylvester Levay,\N,\N,"composer,music_department,soundtrack","tt0106519,tt0118749,tt0091225,tt0090859",tt0106519,tt0118749,tt0091225,tt0090859
6145,nm0006170,Michael J. Lewis,1939,\N,"composer,music_department,soundtrack","tt0087777,tt0081809,tt0067907,tt0083113",tt0087777,tt0081809,tt0067907,tt0083113
6146,nm0006171,Daniel Licht,1957,2017,"composer,soundtrack,music_department","tt0114857,tt0773262,tt0114508,tt0117894",tt0114857,tt0773262,tt0114508,tt0117894
6147,nm0006172,Franz Liszt,1811,1886,"soundtrack,music_department,writer","tt0268995,tt4226388,tt0990407,tt0120663",tt0268995,tt4226388,tt0990407,tt0120663
6148,nm0006173,Joseph LoDuca,1958,\N,"composer,music_department,soundtrack","tt0237534,tt0112230,tt0106308,tt0844653",tt0237534,tt0112230,tt0106308,tt0844653
6149,nm0006174,Louiguy,1916,1991,"soundtrack,composer,music_department","tt1270798,tt1517451,tt4912910,tt0047437",tt1270798,tt1517451,tt4912910,tt0047437
6150,nm0006175,Egisto Macchi,1928,1992,"composer,music_department,soundtrack","tt0055323,tt1629715,tt0054932,tt0349903",tt0055323,tt1629715,tt0054932,tt0349903
6151,nm0006176,Theo Mackeben,1897,1953,"composer,soundtrack,music_department","tt0021818,tt0025026,tt0134023,tt0043484",tt0021818,tt0025026,tt0134023,tt0043484
6152,nm0006177,Michel Magne,1930,1984,"composer,music_department,soundtrack","tt0056017,tt0084621,tt0066970,tt0059050",tt0056017,tt0084621,tt0066970,tt0059050
6153,nm0006178,Gustav Mahler,1860,1911,"soundtrack,music_department,composer","tt0206634,tt1130884,tt0954947,tt0290673",tt0206634,tt1130884,tt0954947,tt0290673
6154,nm0006179,Stefano Mainetti,1957,\N,"music_department,composer,miscellaneous","tt0127919,tt0095949,tt0096511,tt0117653",tt0127919,tt0095949,tt0096511,tt0117653
